ID_compra,filial,cidade,tipo_cliente,genero,tipo_produto,preco_unitario,quantidade,imposto_5%,total,data,hora,forma_pagamento,avaliacao
173-82-9529,B,São Bernardo do Campo,Normal,Feminino,Moda,37.95,10,18.975,398.475,1/26/2019,14:51,Dinheiro,9.7
563-36-9814,A,Santo André,Membro,Masculino,Eletrônicos,76.82,1,3.841,80.661,2/13/2019,18:27,Carteira Digital,7.2
308-47-4913,A,Santo André,Membro,Feminino,Esportes e Viagem,52.26,10,26.13,548.73,3/9/2019,12:45,Cartão de Crédito,6.2
885-17-6250,A,Santo André,Normal,Feminino,Saúde e Beleza,79.74,1,3.987,83.727,3/6/2019,10:36,Carteira Digital,7.3
726-27-2396,A,Santo André,Normal,Feminino,Saúde e Beleza,77.5,5,19.375,406.875,1/24/2019,20:36,Carteira Digital,4.3
316-01-3952,A,Santo André,Normal,Feminino,Alimentos e Bebidas,54.27,5,13.5675,284.9175,3/13/2019,14:16,Carteira Digital,4.6
760-54-1821,B,São Bernardo do Campo,Normal,Masculino,Casa,13.59,9,6.1155,128.4255,3/15/2019,10:26,Dinheiro,5.8
793-10-3222,B,São Bernardo do Campo,Membro,Feminino,Saúde e Beleza,41.06,6,12.318,258.678,3/5/2019,13:30,Cartão de Crédito,8.3
346-12-3257,B,São Bernardo do Campo,Membro,Masculino,Eletrônicos,19.24,9,8.658,181.818,3/4/2019,16:28,Dinheiro,8.0
110-05-6330,C,São Caetano,Normal,Feminino,Alimentos e Bebidas,39.43,6,11.829,248.409,3/25/2019,20:18,Cartão de Crédito,9.4
651-61-0874,C,São Caetano,Normal,Masculino,Casa,46.22,4,9.244,194.124,3/12/2019,20:04,Cartão de Crédito,6.2
236-86-3015,C,São Caetano,Membro,Masculino,Casa,13.98,1,0.699,14.679,2/4/2019,13:38,Carteira Digital,9.8
831-64-0259,B,São Bernardo do Campo,Normal,Feminino,Moda,39.75,5,9.9375,208.6875,2/22/2019,10:43,Carteira Digital,9.6
587-03-7455,C,São Caetano,Membro,Feminino,Moda,97.79,7,34.2265,718.7565,2/16/2019,17:30,Carteira Digital,4.9
882-40-4577,A,Santo André,Membro,Masculino,Esportes e Viagem,67.26,4,13.452,282.492,1/19/2019,15:28,Cartão de Crédito,8.0
732-67-5346,A,Santo André,Normal,Masculino,Alimentos e Bebidas,13.79,5,3.4475,72.3975,1/11/2019,19:07,Cartão de Crédito,7.8
725-32-9708,B,São Bernardo do Campo,Membro,Feminino,Moda,68.71,4,13.742,288.582,1/4/2019,19:01,Dinheiro,4.1
256-08-8343,A,Santo André,Normal,Feminino,Casa,56.53,4,11.306,237.426,3/4/2019,19:48,Carteira Digital,5.5
372-26-1506,C,São Caetano,Normal,Feminino,Moda,23.82,5,5.955,125.055,1/28/2019,19:24,Carteira Digital,5.4
244-08-0162,B,São Bernardo do Campo,Normal,Feminino,Saúde e Beleza,34.21,10,17.105,359.205,1/2/2019,13:00,Dinheiro,5.1
569-71-4390,B,São Bernardo do Campo,Normal,Masculino,Esportes e Viagem,21.87,2,2.187,45.927,1/25/2019,14:29,Carteira Digital,6.9
132-23-6451,A,Santo André,Membro,Masculino,Saúde e Beleza,20.97,5,5.2425,110.0925,1/4/2019,13:21,Dinheiro,7.8
696-90-2548,A,Santo André,Normal,Masculino,Esportes e Viagem,25.84,3,3.876,81.396,3/10/2019,18:55,Carteira Digital,6.6
472-15-9636,A,Santo André,Normal,Masculino,Casa,50.93,8,20.372,427.812,3/22/2019,19:36,Carteira Digital,9.2
268-03-6164,B,São Bernardo do Campo,Normal,Masculino,Saúde e Beleza,96.11,1,4.8055,100.9155,1/25/2019,16:28,Carteira Digital,7.8
750-57-9686,C,São Caetano,Normal,Feminino,Casa,45.38,4,9.076,190.596,1/8/2019,13:48,Cartão de Crédito,8.7
186-09-3669,C,São Caetano,Membro,Feminino,Saúde e Beleza,81.51,1,4.0755,85.5855,1/22/2019,10:57,Carteira Digital,9.2
848-07-1692,B,São Bernardo do Campo,Normal,Feminino,Saúde e Beleza,57.22,2,5.722,120.162,1/12/2019,17:13,Carteira Digital,8.3
745-71-3520,A,Santo André,Membro,Feminino,Eletrônicos,25.22,7,8.827,185.367,2/4/2019,10:23,Dinheiro,8.2
266-76-6436,C,São Caetano,Membro,Feminino,Alimentos e Bebidas,38.6,3,5.79,121.59,3/28/2019,13:57,Carteira Digital,7.5
740-22-2500,C,São Caetano,Normal,Feminino,Eletrônicos,84.05,3,12.6075,264.7575,1/23/2019,13:29,Dinheiro,9.8
271-88-8734,C,São Caetano,Membro,Feminino,Moda,97.21,10,48.605,1020.705,2/8/2019,13:00,Cartão de Crédito,8.7
301-81-8610,B,São Bernardo do Campo,Membro,Masculino,Moda,25.42,8,10.168,213.528,3/19/2019,19:42,Cartão de Crédito,6.7
489-64-4354,C,São Caetano,Normal,Masculino,Moda,16.28,1,0.814,17.094,3/9/2019,15:36,Dinheiro,5.0
198-84-7132,B,São Bernardo do Campo,Membro,Masculino,Moda,40.61,9,18.2745,383.7645,1/2/2019,13:40,Dinheiro,7.0
269-10-8440,A,Santo André,Membro,Masculino,Saúde e Beleza,53.17,7,18.6095,390.7995,1/21/2019,18:01,Dinheiro,8.9
650-98-6268,B,São Bernardo do Campo,Membro,Feminino,Alimentos e Bebidas,20.87,3,3.1305,65.7405,3/20/2019,13:53,Cartão de Crédito,8.0
741-73-3559,B,São Bernardo do Campo,Normal,Masculino,Esportes e Viagem,67.27,5,16.8175,353.1675,2/27/2019,17:27,Dinheiro,6.9
325-77-6186,A,Santo André,Membro,Feminino,Casa,90.65,10,45.325,951.825,3/8/2019,10:53,Carteira Digital,7.3
286-75-7818,B,São Bernardo do Campo,Normal,Masculino,Moda,69.08,2,6.908,145.068,1/31/2019,19:48,Cartão de Crédito,6.9
574-57-9721,C,São Caetano,Normal,Masculino,Alimentos e Bebidas,43.27,2,4.327,90.867,3/8/2019,16:53,Carteira Digital,5.7
459-50-7686,A,Santo André,Normal,Feminino,Eletrônicos,23.46,6,7.038,147.798,1/13/2019,19:14,Carteira Digital,6.4
616-87-0016,B,São Bernardo do Campo,Normal,Masculino,Moda,95.54,7,33.439,702.219,3/9/2019,14:36,Cartão de Crédito,9.6
837-55-7229,B,São Bernardo do Campo,Normal,Feminino,Moda,47.44,1,2.372,49.812,2/22/2019,18:19,Cartão de Crédito,6.8
751-69-0068,C,São Caetano,Normal,Masculino,Esportes e Viagem,99.24,9,44.658,937.818,3/19/2019,19:09,Carteira Digital,9.0
257-73-1380,C,São Caetano,Membro,Masculino,Esportes e Viagem,82.93,4,16.586,348.306,1/20/2019,16:51,Carteira Digital,9.6
345-08-4992,A,Santo André,Normal,Masculino,Casa,33.99,6,10.197,214.137,3/8/2019,15:37,Cartão de Crédito,7.7
549-96-4200,C,São Caetano,Membro,Masculino,Alimentos e Bebidas,17.04,4,3.408,71.568,3/8/2019,20:15,Carteira Digital,7.0
810-60-6344,C,São Caetano,Normal,Feminino,Eletrônicos,40.86,8,16.344,343.224,2/7/2019,14:38,Cartão de Crédito,6.5
450-28-2866,C,São Caetano,Membro,Masculino,Alimentos e Bebidas,17.44,5,4.36,91.56,1/15/2019,19:25,Dinheiro,8.1
394-30-3170,B,São Bernardo do Campo,Membro,Feminino,Esportes e Viagem,88.43,8,35.372,742.812,3/22/2019,19:35,Cartão de Crédito,4.3
138-17-5109,A,Santo André,Membro,Feminino,Casa,89.21,9,40.1445,843.0345,1/15/2019,15:42,Cartão de Crédito,6.5
192-98-7397,C,São Caetano,Normal,Masculino,Moda,12.78,1,0.639,13.419,1/8/2019,14:11,Carteira Digital,9.5
301-11-9629,A,Santo André,Normal,Feminino,Esportes e Viagem,19.1,7,6.685,140.385,1/15/2019,10:43,Dinheiro,9.7
390-80-5128,B,São Bernardo do Campo,Membro,Feminino,Saúde e Beleza,19.15,1,0.9575,20.1075,1/28/2019,17:58,Cartão de Crédito,9.5
235-46-8343,C,São Caetano,Membro,Masculino,Alimentos e Bebidas,27.66,10,13.83,290.43,2/14/2019,11:26,Cartão de Crédito,8.9
453-12-7053,C,São Caetano,Normal,Masculino,Moda,45.74,3,6.861,144.081,3/10/2019,17:38,Cartão de Crédito,6.5
296-11-7041,B,São Bernardo do Campo,Membro,Feminino,Saúde e Beleza,27.07,1,1.3535,28.4235,1/12/2019,20:07,Cartão de Crédito,5.3
449-27-2918,B,São Bernardo do Campo,Membro,Feminino,Esportes e Viagem,39.12,1,1.956,41.076,3/26/2019,11:02,Cartão de Crédito,9.6
891-01-7034,B,São Bernardo do Campo,Normal,Feminino,Eletrônicos,74.71,6,22.413,470.673,1/1/2019,19:07,Dinheiro,6.7
744-09-5786,B,São Bernardo do Campo,Normal,Masculino,Eletrônicos,22.01,6,6.603,138.663,1/2/2019,18:50,Dinheiro,7.6
727-17-0390,A,Santo André,Normal,Feminino,Alimentos e Bebidas,63.61,5,15.9025,333.9525,3/16/2019,12:43,Carteira Digital,4.8
568-88-3448,A,Santo André,Normal,Masculino,Saúde e Beleza,25.0,1,1.25,26.25,3/3/2019,15:09,Carteira Digital,5.5
187-83-5490,A,Santo André,Membro,Masculino,Eletrônicos,20.77,4,4.154,87.234,1/31/2019,13:47,Dinheiro,4.7
767-54-1907,B,São Bernardo do Campo,Membro,Feminino,Moda,29.56,5,7.39,155.19,2/13/2019,16:59,Dinheiro,6.9
710-46-4433,B,São Bernardo do Campo,Membro,Feminino,Alimentos e Bebidas,77.4,9,34.83,731.43,2/15/2019,14:15,Cartão de Crédito,4.5
533-33-5337,B,São Bernardo do Campo,Normal,Masculino,Eletrônicos,79.39,10,39.695,833.595,2/7/2019,20:24,Dinheiro,6.2
325-90-8763,C,São Caetano,Membro,Feminino,Eletrônicos,46.57,10,23.285,488.985,1/27/2019,13:58,Dinheiro,7.6
729-46-7422,C,São Caetano,Normal,Masculino,Alimentos e Bebidas,35.89,1,1.7945,37.6845,2/23/2019,16:52,Cartão de Crédito,7.9
639-76-1242,C,São Caetano,Normal,Masculino,Alimentos e Bebidas,40.52,5,10.13,212.73,2/3/2019,15:19,Dinheiro,4.5
234-03-4040,B,São Bernardo do Campo,Membro,Feminino,Alimentos e Bebidas,73.05,10,36.525,767.025,3/3/2019,12:25,Cartão de Crédito,8.7
326-71-2155,C,São Caetano,Normal,Feminino,Esportes e Viagem,73.95,4,14.79,310.59,2/3/2019,10:02,Dinheiro,6.1
320-32-8842,C,São Caetano,Membro,Feminino,Alimentos e Bebidas,22.62,1,1.131,23.751,3/17/2019,18:58,Dinheiro,6.4
470-32-9057,A,Santo André,Membro,Masculino,Alimentos e Bebidas,51.34,5,12.835,269.535,3/28/2019,15:31,Cartão de Crédito,9.1
878-30-2331,C,São Caetano,Membro,Feminino,Esportes e Viagem,54.55,10,27.275,572.775,3/2/2019,11:22,Cartão de Crédito,7.1
440-59-5691,C,São Caetano,Membro,Feminino,Saúde e Beleza,37.15,7,13.0025,273.0525,2/8/2019,13:12,Cartão de Crédito,7.7
554-53-3790,B,São Bernardo do Campo,Normal,Masculino,Esportes e Viagem,37.02,6,11.106,233.226,3/22/2019,18:33,Dinheiro,4.5
746-19-0921,C,São Caetano,Normal,Masculino,Alimentos e Bebidas,21.58,1,1.079,22.659,2/9/2019,10:02,Carteira Digital,7.2
233-34-0817,C,São Caetano,Membro,Feminino,Eletrônicos,98.84,1,4.942,103.782,2/15/2019,11:21,Dinheiro,8.4
767-05-1286,C,São Caetano,Membro,Feminino,Casa,83.77,6,25.131,527.751,1/23/2019,12:10,Carteira Digital,5.4
340-21-9136,A,Santo André,Membro,Feminino,Esportes e Viagem,40.05,4,8.01,168.21,1/25/2019,11:40,Dinheiro,9.7
405-31-3305,A,Santo André,Membro,Masculino,Moda,43.13,10,21.565,452.865,2/2/2019,18:31,Cartão de Crédito,5.5
731-59-7531,B,São Bernardo do Campo,Membro,Masculino,Saúde e Beleza,72.57,8,29.028,609.588,3/30/2019,17:58,Dinheiro,4.6
676-39-6028,A,Santo André,Membro,Feminino,Eletrônicos,64.44,5,16.11,338.31,3/30/2019,17:04,Dinheiro,6.6
502-05-1910,A,Santo André,Normal,Masculino,Saúde e Beleza,65.18,3,9.777,205.317,2/25/2019,20:35,Cartão de Crédito,6.3
485-30-8700,A,Santo André,Normal,Feminino,Esportes e Viagem,33.26,5,8.315,174.615,3/18/2019,16:10,Cartão de Crédito,4.2
598-47-9715,C,São Caetano,Normal,Masculino,Eletrônicos,84.07,4,16.814,353.094,3/7/2019,16:54,Carteira Digital,4.4
701-69-8742,B,São Bernardo do Campo,Normal,Masculino,Esportes e Viagem,34.37,10,17.185,360.885,3/16/2019,10:11,Carteira Digital,6.7
575-67-1508,A,Santo André,Normal,Masculino,Eletrônicos,38.6,1,1.93,40.53,1/29/2019,11:26,Carteira Digital,6.7
541-08-3113,C,São Caetano,Normal,Masculino,Alimentos e Bebidas,65.97,8,26.388,554.148,2/2/2019,20:29,Dinheiro,8.4
246-11-3901,C,São Caetano,Normal,Feminino,Eletrônicos,32.8,10,16.4,344.4,2/15/2019,12:12,Dinheiro,6.2
674-15-9296,A,Santo André,Normal,Masculino,Esportes e Viagem,37.14,5,9.285,194.985,1/8/2019,13:05,Carteira Digital,5.0
305-18-3552,B,São Bernardo do Campo,Membro,Masculino,Casa,60.38,10,30.19,633.99,2/12/2019,16:19,Dinheiro,6.0
493-65-6248,C,São Caetano,Membro,Feminino,Esportes e Viagem,36.98,10,18.49,388.29,1/1/2019,19:48,Cartão de Crédito,7.0
438-01-4015,B,São Bernardo do Campo,Membro,Feminino,Esportes e Viagem,49.49,4,9.898,207.858,3/21/2019,15:25,Carteira Digital,6.6
709-58-4068,B,São Bernardo do Campo,Normal,Feminino,Moda,41.09,10,20.545,431.445,2/28/2019,14:42,Dinheiro,7.3
795-49-7276,A,Santo André,Normal,Masculino,Moda,37.15,4,7.43,156.03,3/23/2019,18:59,Carteira Digital,8.3
556-72-8512,C,São Caetano,Normal,Masculino,Casa,22.96,1,1.148,24.108,1/30/2019,20:47,Dinheiro,4.3
627-95-3243,B,São Bernardo do Campo,Membro,Feminino,Casa,77.68,9,34.956,734.076,2/4/2019,13:21,Carteira Digital,9.8
686-41-0932,B,São Bernardo do Campo,Normal,Feminino,Moda,34.7,2,3.47,72.87,3/13/2019,19:48,Carteira Digital,8.2
510-09-5628,A,Santo André,Membro,Feminino,Moda,19.66,10,9.83,206.43,3/15/2019,18:20,Cartão de Crédito,7.2
608-04-3797,B,São Bernardo do Campo,Membro,Feminino,Saúde e Beleza,25.32,8,10.128,212.688,3/5/2019,20:24,Carteira Digital,8.7
148-82-2527,C,São Caetano,Membro,Feminino,Casa,12.12,10,6.06,127.26,3/5/2019,13:44,Cartão de Crédito,8.4
437-53-3084,B,São Bernardo do Campo,Normal,Masculino,Moda,99.89,2,9.989,209.769,2/26/2019,11:48,Carteira Digital,7.1
632-32-4574,B,São Bernardo do Campo,Normal,Masculino,Esportes e Viagem,75.92,8,30.368,637.728,3/20/2019,14:14,Dinheiro,5.5
556-97-7101,C,São Caetano,Normal,Feminino,Eletrônicos,63.22,2,6.322,132.762,1/1/2019,15:51,Dinheiro,8.5
862-59-8517,C,São Caetano,Normal,Feminino,Alimentos e Bebidas,90.24,6,27.072,568.512,1/27/2019,11:17,Dinheiro,6.2
401-18-8016,B,São Bernardo do Campo,Membro,Feminino,Esportes e Viagem,98.13,1,4.9065,103.0365,1/21/2019,17:36,Dinheiro,8.9
420-18-8989,A,Santo André,Membro,Feminino,Esportes e Viagem,51.52,8,20.608,432.768,2/2/2019,15:47,Dinheiro,9.6
277-63-2961,B,São Bernardo do Campo,Membro,Masculino,Esportes e Viagem,73.97,1,3.6985,77.6685,2/3/2019,15:53,Cartão de Crédito,5.4
573-98-8548,C,São Caetano,Membro,Feminino,Moda,31.9,1,1.595,33.495,1/5/2019,12:40,Carteira Digital,9.1
620-02-2046,C,São Caetano,Normal,Masculino,Casa,69.4,2,6.94,145.74,1/27/2019,19:48,Carteira Digital,9.0
282-35-2475,B,São Bernardo do Campo,Normal,Feminino,Esportes e Viagem,93.31,2,9.331,195.951,3/25/2019,17:53,Dinheiro,6.3
511-54-3087,B,São Bernardo do Campo,Normal,Masculino,Esportes e Viagem,88.45,1,4.4225,92.8725,2/25/2019,16:36,Cartão de Crédito,9.5
726-29-6793,A,Santo André,Membro,Masculino,Eletrônicos,24.18,8,9.672,203.112,1/28/2019,20:54,Carteira Digital,9.8
387-49-4215,B,São Bernardo do Campo,Membro,Feminino,Esportes e Viagem,48.5,3,7.275,152.775,1/8/2019,12:50,Dinheiro,6.7
862-17-9201,B,São Bernardo do Campo,Normal,Feminino,Alimentos e Bebidas,84.05,6,25.215,529.515,1/29/2019,10:48,Cartão de Crédito,7.7
291-21-5991,B,São Bernardo do Campo,Membro,Masculino,Saúde e Beleza,61.29,5,15.3225,321.7725,3/29/2019,14:28,Dinheiro,7.0
602-80-9671,C,São Caetano,Membro,Feminino,Casa,15.95,6,4.785,100.485,2/9/2019,17:15,Cartão de Crédito,5.1
347-72-6115,B,São Bernardo do Campo,Membro,Feminino,Esportes e Viagem,90.74,7,31.759,666.939,1/16/2019,18:03,Cartão de Crédito,6.2
209-61-0206,A,Santo André,Normal,Feminino,Casa,42.91,5,10.7275,225.2775,1/5/2019,17:29,Carteira Digital,6.1
595-27-4851,A,Santo André,Normal,Feminino,Moda,54.28,7,18.998,398.958,1/27/2019,18:05,Carteira Digital,9.3
189-52-0236,A,Santo André,Normal,Masculino,Eletrônicos,99.55,7,34.8425,731.6925,3/14/2019,12:07,Dinheiro,7.6
503-07-0930,C,São Caetano,Membro,Masculino,Esportes e Viagem,58.39,7,20.4365,429.1665,2/23/2019,19:49,Cartão de Crédito,8.2
413-20-6708,C,São Caetano,Membro,Feminino,Moda,51.47,1,2.5735,54.0435,3/18/2019,15:52,Carteira Digital,8.5
425-85-2085,B,São Bernardo do Campo,Membro,Masculino,Saúde e Beleza,54.86,5,13.715,288.015,3/29/2019,16:48,Carteira Digital,9.8
521-18-7827,C,São Caetano,Membro,Masculino,Casa,39.39,5,9.8475,206.7975,1/22/2019,20:46,Cartão de Crédito,8.7
220-28-1851,A,Santo André,Normal,Masculino,Casa,34.73,2,3.473,72.933,3/1/2019,18:14,Carteira Digital,9.7
600-38-9738,C,São Caetano,Membro,Masculino,Esportes e Viagem,71.92,5,17.98,377.58,1/17/2019,15:05,Cartão de Crédito,4.3
734-91-1155,B,São Bernardo do Campo,Normal,Feminino,Eletrônicos,45.71,3,6.8565,143.9865,3/26/2019,10:34,Cartão de Crédito,7.7
451-28-5717,C,São Caetano,Membro,Feminino,Casa,83.17,6,24.951,523.971,3/20/2019,11:23,Dinheiro,7.3
609-81-8548,A,Santo André,Membro,Feminino,Casa,37.44,6,11.232,235.872,2/6/2019,13:55,Cartão de Crédito,5.9
133-14-7229,C,São Caetano,Normal,Masculino,Saúde e Beleza,62.87,2,6.287,132.027,1/1/2019,11:43,Dinheiro,5.0
534-01-4457,A,Santo André,Normal,Masculino,Alimentos e Bebidas,81.71,6,24.513,514.773,1/27/2019,14:36,Cartão de Crédito,8.0
719-89-8991,A,Santo André,Membro,Feminino,Esportes e Viagem,91.41,5,22.8525,479.9025,2/25/2019,16:03,Carteira Digital,7.1
286-62-6248,B,São Bernardo do Campo,Normal,Masculino,Moda,39.21,4,7.842,164.682,1/16/2019,20:03,Cartão de Crédito,9.0
339-38-9982,B,São Bernardo do Campo,Membro,Masculino,Moda,59.86,2,5.986,125.706,1/13/2019,14:55,Carteira Digital,6.7
827-44-5872,B,São Bernardo do Campo,Membro,Feminino,Alimentos e Bebidas,54.36,10,27.18,570.78,2/7/2019,11:28,Cartão de Crédito,6.1
827-77-7633,A,Santo André,Normal,Masculino,Esportes e Viagem,98.09,9,44.1405,926.9505,2/17/2019,19:41,Dinheiro,9.3
287-83-1405,A,Santo André,Normal,Masculino,Saúde e Beleza,25.43,6,7.629,160.209,2/12/2019,19:01,Carteira Digital,7.0
435-13-4908,A,Santo André,Membro,Masculino,Moda,86.68,8,34.672,728.112,1/24/2019,18:04,Cartão de Crédito,7.2
857-67-9057,B,São Bernardo do Campo,Normal,Masculino,Eletrônicos,22.95,10,11.475,240.975,2/6/2019,19:20,Carteira Digital,8.2
236-27-1144,C,São Caetano,Normal,Feminino,Alimentos e Bebidas,16.31,9,7.3395,154.1295,3/26/2019,10:31,Carteira Digital,8.4
892-05-6689,A,Santo André,Normal,Feminino,Casa,28.32,5,7.08,148.68,3/11/2019,13:28,Carteira Digital,6.2
583-41-4548,C,São Caetano,Normal,Masculino,Casa,16.67,7,5.8345,122.5245,2/7/2019,11:36,Carteira Digital,7.4
339-12-4827,B,São Bernardo do Campo,Membro,Feminino,Moda,73.96,1,3.698,77.658,1/5/2019,11:32,Cartão de Crédito,5.0
643-38-7867,A,Santo André,Normal,Masculino,Casa,97.94,1,4.897,102.837,3/7/2019,11:44,Carteira Digital,6.9
308-81-0538,A,Santo André,Normal,Feminino,Moda,73.05,4,14.61,306.81,2/25/2019,17:16,Cartão de Crédito,4.9
358-88-9262,C,São Caetano,Membro,Feminino,Alimentos e Bebidas,87.48,6,26.244,551.124,2/1/2019,18:43,Carteira Digital,5.1
460-35-4390,A,Santo André,Normal,Masculino,Casa,30.68,3,4.602,96.642,1/22/2019,11:00,Carteira Digital,9.1
343-87-0864,C,São Caetano,Membro,Masculino,Saúde e Beleza,75.88,1,3.794,79.674,1/3/2019,10:30,Cartão de Crédito,7.1
173-50-1108,B,São Bernardo do Campo,Membro,Feminino,Esportes e Viagem,20.18,4,4.036,84.756,2/13/2019,12:14,Cartão de Crédito,5.0
243-47-2663,C,São Caetano,Membro,Masculino,Eletrônicos,18.77,6,5.631,118.251,1/28/2019,16:43,Cartão de Crédito,5.5
841-18-8232,B,São Bernardo do Campo,Normal,Feminino,Alimentos e Bebidas,71.2,1,3.56,74.76,1/5/2019,20:40,Cartão de Crédito,9.2
701-23-5550,B,São Bernardo do Campo,Membro,Masculino,Casa,38.81,4,7.762,163.002,3/19/2019,13:40,Carteira Digital,4.9
647-50-1224,A,Santo André,Normal,Feminino,Moda,29.42,10,14.71,308.91,1/12/2019,16:23,Carteira Digital,8.9
541-48-8554,A,Santo André,Normal,Masculino,Esportes e Viagem,60.95,9,27.4275,575.9775,1/7/2019,12:08,Cartão de Crédito,6.0
539-21-7227,B,São Bernardo do Campo,Normal,Feminino,Esportes e Viagem,51.54,5,12.885,270.585,1/26/2019,17:45,Dinheiro,4.2
213-32-1216,A,Santo André,Normal,Feminino,Eletrônicos,66.06,6,19.818,416.178,1/23/2019,10:28,Dinheiro,7.3
747-58-7183,B,São Bernardo do Campo,Normal,Masculino,Moda,57.27,3,8.5905,180.4005,2/9/2019,20:31,Carteira Digital,6.5
582-52-8065,B,São Bernardo do Campo,Normal,Feminino,Moda,54.31,9,24.4395,513.2295,2/22/2019,10:49,Dinheiro,8.9
210-57-1719,B,São Bernardo do Campo,Normal,Feminino,Saúde e Beleza,58.24,9,26.208,550.368,2/5/2019,12:34,Dinheiro,9.7
399-69-4630,C,São Caetano,Normal,Masculino,Eletrônicos,22.21,6,6.663,139.923,3/7/2019,10:23,Cartão de Crédito,8.6
134-75-2619,A,Santo André,Membro,Masculino,Eletrônicos,19.32,7,6.762,142.002,3/25/2019,18:51,Dinheiro,6.9
356-44-8813,B,São Bernardo do Campo,Normal,Masculino,Casa,37.48,3,5.622,118.062,1/20/2019,13:45,Cartão de Crédito,7.7
198-66-9832,B,São Bernardo do Campo,Membro,Feminino,Moda,72.04,2,7.204,151.284,2/4/2019,19:38,Dinheiro,9.5
283-26-5248,C,São Caetano,Membro,Feminino,Alimentos e Bebidas,98.52,10,49.26,1034.46,1/30/2019,20:23,Carteira Digital,4.5
712-39-0363,A,Santo André,Membro,Masculino,Alimentos e Bebidas,41.66,6,12.498,262.458,1/2/2019,15:24,Carteira Digital,5.6
218-59-9410,A,Santo André,Membro,Feminino,Casa,72.42,3,10.863,228.123,3/29/2019,16:54,Carteira Digital,8.2
174-75-0888,B,São Bernardo do Campo,Normal,Masculino,Eletrônicos,21.58,9,9.711,203.931,3/14/2019,12:32,Dinheiro,7.3
866-99-7614,C,São Caetano,Normal,Masculino,Alimentos e Bebidas,89.2,10,44.6,936.6,2/11/2019,15:42,Cartão de Crédito,4.4
134-54-4720,B,São Bernardo do Campo,Normal,Feminino,Eletrônicos,42.42,8,16.968,356.328,1/30/2019,13:58,Carteira Digital,5.7
760-90-2357,A,Santo André,Membro,Masculino,Eletrônicos,74.51,6,22.353,469.413,3/20/2019,15:08,Carteira Digital,5.0
514-37-2845,B,São Bernardo do Campo,Normal,Masculino,Moda,99.25,2,9.925,208.425,3/20/2019,13:02,Dinheiro,9.0
698-98-5964,A,Santo André,Normal,Feminino,Alimentos e Bebidas,81.21,10,40.605,852.705,1/17/2019,13:01,Cartão de Crédito,6.3
718-57-9773,C,São Caetano,Normal,Feminino,Esportes e Viagem,49.33,10,24.665,517.965,2/3/2019,16:40,Cartão de Crédito,9.4
651-88-7328,A,Santo André,Normal,Feminino,Moda,65.74,9,29.583,621.243,1/1/2019,13:55,Dinheiro,7.7
241-11-2261,B,São Bernardo do Campo,Normal,Feminino,Moda,79.86,7,27.951,586.971,1/10/2019,10:33,Cartão de Crédito,5.5
408-26-9866,C,São Caetano,Normal,Feminino,Esportes e Viagem,73.98,7,25.893,543.753,3/2/2019,16:42,Carteira Digital,4.1
834-83-1826,B,São Bernardo do Campo,Membro,Feminino,Casa,82.04,5,20.51,430.71,2/25/2019,17:16,Cartão de Crédito,7.6
343-61-3544,B,São Bernardo do Campo,Membro,Masculino,Esportes e Viagem,26.67,10,13.335,280.035,1/29/2019,11:48,Dinheiro,8.6
239-48-4278,A,Santo André,Membro,Masculino,Alimentos e Bebidas,10.13,7,3.5455,74.4555,3/10/2019,19:35,Carteira Digital,8.3
355-34-6244,B,São Bernardo do Campo,Normal,Masculino,Alimentos e Bebidas,72.39,2,7.239,152.019,1/13/2019,19:55,Cartão de Crédito,8.1
550-84-8664,A,Santo André,Normal,Masculino,Esportes e Viagem,85.91,5,21.4775,451.0275,3/22/2019,14:33,Cartão de Crédito,8.6
339-96-8318,B,São Bernardo do Campo,Membro,Masculino,Moda,81.31,7,28.4585,597.6285,3/1/2019,19:49,Carteira Digital,6.3
458-61-0011,B,São Bernardo do Campo,Normal,Masculino,Alimentos e Bebidas,60.3,4,12.06,253.26,2/20/2019,18:43,Dinheiro,5.8
592-34-6155,C,São Caetano,Normal,Masculino,Alimentos e Bebidas,31.77,4,6.354,133.434,1/14/2019,14:43,Carteira Digital,6.2
797-88-0493,A,Santo André,Normal,Feminino,Saúde e Beleza,64.27,4,12.854,269.934,3/26/2019,13:54,Dinheiro,7.7
207-73-1363,B,São Bernardo do Campo,Normal,Masculino,Saúde e Beleza,69.51,2,6.951,145.971,3/1/2019,12:15,Carteira Digital,8.1
390-31-6381,C,São Caetano,Normal,Masculino,Alimentos e Bebidas,27.22,3,4.083,85.743,1/7/2019,12:37,Dinheiro,7.3
443-82-0585,A,Santo André,Membro,Feminino,Saúde e Beleza,77.68,4,15.536,326.256,2/1/2019,19:54,Dinheiro,8.4
339-18-7061,C,São Caetano,Membro,Feminino,Moda,92.98,2,9.298,195.258,2/13/2019,15:06,Cartão de Crédito,8.0
359-90-3665,B,São Bernardo do Campo,Membro,Feminino,Moda,18.08,4,3.616,75.936,1/14/2019,18:03,Cartão de Crédito,9.5
375-72-3056,B,São Bernardo do Campo,Normal,Masculino,Esportes e Viagem,63.06,3,9.459,198.639,1/19/2019,15:58,Carteira Digital,7.0
127-47-6963,A,Santo André,Normal,Masculino,Saúde e Beleza,51.71,4,10.342,217.182,3/9/2019,13:53,Cartão de Crédito,9.8
